id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
51435704,中文房东-市中心区-10分钟地铁站-楼下公交直达宪法广场卫城-全新装修公寓-共用厨房和浴室#501房,179567445,Gordon,,ΚΥΨΕΛΗ,37.99813,23.7363,Private room,18,2,6,2021-12-03,1.30,8,83,6,00001248216
51435887,中文房东-市中心区-10分钟地铁站-楼下公交直达宪法广场卫城-全新装修公寓-共用厨房和浴室#502房,179567445,Gordon,,ΚΥΨΕΛΗ,37.99824,23.73707,Private room,18,2,8,2021-11-30,1.74,8,81,8,00001248216
51437004,Emporikon Apartment Steps From Historic Center,78142622,Nikos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.974457,23.729626,Entire home/apt,60,2,21,2021-12-21,4.63,1,289,21,0206K064A0298701
51437166,Bright and Modern Apartment near Lykabettus Hill,7858163,Konstantinos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98498,23.73778,Entire home/apt,79,2,7,2021-11-24,1.57,2,67,7,00001292617
51438155,Comfort Apartment in Koukaki,415392346,Vassilis,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96065,23.72082,Entire home/apt,53,1,1,2021-09-09,0.28,1,326,1,00001255602
51440380,Central Kallimarmaro Studio by Cloudkeys,220022946,CloudKeys,,ΣΤΑΔΙΟ,37.97016,23.74153,Entire home/apt,67,1,6,2021-11-06,1.38,30,365,6,00001301980
51441093,Acropolis View Central Apt with Spacious Terrace,6039587,Pan,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96639,23.7264,Entire home/apt,77,2,15,2021-12-12,3.31,3,356,15,00001310446
51442722,"Studio in the heart of Athens, next to Metro &...",240367992,Gpm,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96302,23.72502,Entire home/apt,34,1,1,2021-09-21,0.32,29,365,1,00001228001
51446712,N20 GREEN (Syntagma Square),410446266,Kostantis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97344,23.73181,Private room,29,1,16,2021-12-05,3.48,4,28,16,00001293550
51457411,"SOKOS Residence, 4' walk from Acropolis Museum",183512509,Γιαννης,,ΝΕΟΣ ΚΟΣΜΟΣ,37.965645,23.731815,Entire home/apt,43,1,6,2021-12-09,1.62,1,355,6,00001311613
51462092,TRIA LUX APARTMENT vipgreece,189967864,Αριστειδης,,ΚΥΨΕΛΗ,37.99683,23.73388,Entire home/apt,30,3,1,2021-11-01,0.57,17,358,1,00001273324
51463615,4-Beds Room in Monastiraki  No.2,413811028,Maria,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.982483,23.726259,Shared room,68,1,0,,,18,180,0,00001292685
51463630,4 beds Room in Monastiraki with balcony No.1,413811028,Maria,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.982483,23.726259,Private room,66,1,0,,,18,180,0,00001292622
51467537,FIX Luxurious Apartment  - Arishi properties,209774845,Shiran,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96345,23.72663,Entire home/apt,50,1,8,2021-11-28,1.79,1,205,8,00001318094
51478618,Athens central apartment with ideal location,122069157,Ekavi,,ΠΑΓΚΡΑΤΙ,37.97235,23.74616,Entire home/apt,43,30,0,,,1,175,0,00001313011
51479267,Cozy Deck Roof Apt at the Foothills of Acropolis,748818,George,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9668,23.72682,Entire home/apt,62,2,17,2021-12-13,4.29,60,349,17,1308410
51480397,Πολύ ωραίο διαμέρισμα για ήρεμες διακοπές.,372164674,Κωνσταντινα,,ΣΕΠΟΛΙΑ,38.00356,23.71783,Entire home/apt,35,3,2,2021-09-28,0.64,1,90,2,00001312105
51483461,4-Bed-Room Monastiraki No.5,413811028,Maria,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.983322,23.72658,Private room,57,1,0,,,18,365,0,00001292670
51483816,6 people room in Monastiraki,413811028,Maria,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.982483,23.726259,Private room,66,1,0,,,18,365,0,00001292664
51486904,"SOKOS Residence, 3' walk from Syngrou-Fix Metro",417022844,Βαρσάμης,,ΝΕΟΣ ΚΟΣΜΟΣ,37.962093,23.727924,Entire home/apt,49,2,3,2021-09-19,0.74,1,236,3,00001311629
51489273,Patriarchou 4bd Art Deco Penthouse,152449611,Athina And/Or Eleni,,ΚΟΛΩΝΑΚΙ,37.978382,23.745245,Entire home/apt,353,1,7,2021-11-08,1.65,18,342,7,00001339556
51495457,"Im Grünen Zentrum Athens, Zimmer 2",40921063,Gerhard,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99412,23.74306,Private room,15,7,0,,,12,178,0,00000804894
51496207,Urban Apt with stunning Acropolis view & Roofdeck,123074489,Homer & Isabella,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.961372,23.735786,Entire home/apt,200,1,12,2021-11-20,2.69,29,362,12,00001312455
51499128,The HostMaster Roofgarden Urban Bliss,177854704,Emmanuela,,ΓΚΑΖΙ,37.97747,23.70953,Entire home/apt,75,1,14,2021-11-30,3.23,13,358,14,00001212433
51500891,The HostMaster Urban Roofgarden Gateaway,177854704,Emmanuela,,ΓΚΑΖΙ,37.97746,23.70862,Entire home/apt,200,3,0,,,13,365,0,00001212433
51516808,Apollon28 Luxury Suites,150328080,Antonios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.974648,23.73036,Entire home/apt,119,1,7,2021-11-20,2.26,2,365,7,00001311091
51517474,Apollon28 Luxury Suite Ground Floor,150328080,Antonios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97371,23.72921,Entire home/apt,104,1,4,2021-10-30,1.09,2,365,4,00001311070
51535184,Koukaki comfortable apartment,47267002,Tèo,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96573,23.72383,Entire home/apt,49,3,5,2021-11-26,1.35,20,271,5,00001317146
51545434,Boutique apartment near Acropolis,143016097,Stefanos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96315,23.7205,Entire home/apt,90,2,7,2021-11-04,1.68,2,355,7,00000859312
51547702,A Skip Away from the Acropolis Museum,135482103,Anna,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.967072,23.728146,Entire home/apt,70,1,7,2021-09-27,1.60,9,330,7,1308675
51548125,Classic Athens Apartment - 3min to Acropolis,361159759,Antonia,,ΖΑΠΠΕΙΟ,37.96923,23.7319,Entire home/apt,119,2,18,2021-11-21,4.39,8,355,18,00001316102
51550706,Artemis residence New apartment,210134221,Αποστολατου,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9659,23.72778,Entire home/apt,48,2,0,,,6,137,0,00001361876
51551589,Modern & Cozy Apartment Next To Lycabettus,268514902,Galini,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.986992,23.737967,Entire home/apt,41,1,24,2021-12-08,7.42,6,60,24,00001328874
51556569,"Kalypso, Urban APT w/ Unique Views of Acropolis!",123074489,Homer & Isabella,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.961372,23.735786,Entire home/apt,229,1,15,2021-12-18,3.44,29,358,15,00001308760
51567345,Karpou Deluxe Apartment- Arishi Properties,416862223,Eric,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95849,23.73267,Entire home/apt,33,1,0,,,1,205,0,00001181374
51569526,Kalimarmaro studio in the heart of Athens.,417765793,Vana,,ΣΤΑΔΙΟ,37.96868,23.7433,Entire home/apt,35,2,8,2021-12-08,2.20,1,348,8,00001317736
51569799,Voda Luxury Residence #101,13031654,Ira & Oleg,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99074,23.72574,Entire home/apt,40,2,5,2021-11-15,1.43,23,279,5,00001318785
51570169,Voda Luxury Residence #102,13031654,Ira & Oleg,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99057,23.72408,Entire home/apt,40,2,4,2021-11-27,1.40,23,289,4,00001318738
51570228,Voda Luxury Residence #201,13031654,Ira & Oleg,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98873,23.72535,Entire home/apt,40,2,1,2021-11-07,0.64,23,289,1,00001318743
51570309,Voda Luxury Residence #202,13031654,Ira & Oleg,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9889,23.72565,Entire home/apt,40,2,6,2021-11-09,1.78,23,289,6,00001318759
51570828,Athens Center Minimal Apartment,1621474,Mint,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98652,23.72585,Entire home/apt,52,1,1,2021-11-13,0.73,82,360,1,00001299710
51572449,Voda Luxury Residence #301,13031654,Ira & Oleg,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99059,23.72359,Entire home/apt,40,2,8,2021-12-07,2.53,23,278,8,00001318790
51572584,Voda Luxury Residence #302,13031654,Ira & Oleg,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98886,23.72444,Entire home/apt,40,2,4,2021-10-29,1.24,23,271,4,00001318818
51572872,Voda Luxury Residence #401,13031654,Ira & Oleg,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98905,23.72554,Entire home/apt,40,2,9,2021-11-28,2.62,23,286,9,00001318802
51572947,Voda Luxury Residence #402,13031654,Ira & Oleg,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98906,23.72524,Entire home/apt,40,2,1,2021-11-12,0.71,23,280,1,00001320126
51572983,Voda Luxury Residence #501,13031654,Ira & Oleg,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9895,23.72384,Entire home/apt,40,2,7,2021-11-26,2.06,23,285,7,00001319910
51573089,Voda Luxury Residence #502,13031654,Ira & Oleg,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99092,23.72573,Entire home/apt,40,2,6,2021-11-07,1.78,23,289,6,00001319926
51573207,Voda Luxury Residence #601,13031654,Ira & Oleg,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99093,23.72403,Entire home/apt,35,2,1,2021-09-13,0.29,23,289,1,00001319968
51573244,Voda Luxury Residence #602,13031654,Ira & Oleg,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99085,23.72363,Entire home/apt,35,2,6,2021-11-28,2.43,23,283,6,00001319973
51573298,Voda Luxury Residence #001,13031654,Ira & Oleg,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99082,23.7242,Entire home/apt,30,2,0,,,23,281,0,00001319766
51577214,A central luxury apartment 10 min walk from metro,417825562,Michalakis,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98735,23.7646,Entire home/apt,45,3,5,2021-12-12,1.40,1,348,5,1327282
51587719,Art home,417919811,Dimitrios,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.0005,23.73123,Entire home/apt,50,1,0,,,1,365,0,00000099345
51588216,"The ""Suite"" by SPACEERS",11898939,Panos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99621,23.72895,Entire home/apt,28,1,23,2021-12-16,5.56,8,343,23,00001307546
51588293,Deluxe Apartment,417432848,Mono,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97689,23.72444,Entire home/apt,165,1,0,,,5,357,0,1098885
51590656,Executive Apartment,417432848,Mono,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97841,23.723,Entire home/apt,174,1,0,,,5,350,0,1098885
51590788,Family Maisonette with Acropolis View and Terrace,417432848,Mono,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97714,23.72463,Entire home/apt,284,1,1,2021-10-30,0.55,5,327,1,1098885
51591339,Loft Studio,417432848,Mono,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97683,23.72422,Entire home/apt,131,1,0,,,5,279,0,1098885
51591447,Loft Suite,417432848,Mono,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97897,23.72367,Entire home/apt,167,1,0,,,5,346,0,1098885
51593684,Vintage and Central apartment for two,748818,George,,ΠΑΓΚΡΑΤΙ,37.96617,23.74666,Entire home/apt,51,2,8,2021-12-02,1.94,60,350,8,1308388
51596740,Cozy apartment in the center of Athens,417983739,Lina,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96343,23.73041,Entire home/apt,30,2,7,2021-11-22,1.64,1,351,7,00001315222
51608751,Neo Vintage homm in Groovy Koukaki,29927830,Homm ®,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96537,23.722332,Entire home/apt,46,2,7,2021-11-26,1.75,153,306,7,00001319197
51611241,CentraL44 OmG CaSuAl SuItE@ermou str.,175796661,Giannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.976295,23.729813,Entire home/apt,55,2,0,,,9,352,0,1055800
51612448,Renovated Apartment next to Panathenaic Stadium,1621474,Mint,,ΣΤΑΔΙΟ,37.9682,23.73833,Entire home/apt,55,2,2,2021-10-25,0.71,82,1,2,00001320194
51612846,Luxury Apartment in Plaka C,20104194,Upstreet,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.974339,23.729395,Entire home/apt,68,1,0,,,74,352,0,00001337998
51615125,Luxury Apartment in Plaka D,20104194,Upstreet,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.974339,23.729395,Entire home/apt,68,1,4,2021-12-11,0.98,74,350,4,00001337982
51630671,Junior Suite,344915065,The Square Six,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97411,23.73334,Entire home/apt,100,2,0,,,5,353,0,00001196048
51631984,"Athens Gift, only 300m from Acropolis Museum",149346682,Myvacations,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96675,23.72672,Entire home/apt,66,2,8,2021-11-13,2.03,31,363,8,12345679000
51633989,Two bedroom Apt in Syntagma - Ermou area,15824213,Dreamin Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97549,23.73137,Entire home/apt,140,1,3,2021-10-31,1.32,12,299,3,00001364791
51636942,Beautiful apartment at 2nd floor,267547744,Άρης,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9939,23.72639,Entire home/apt,37,1,4,2021-10-30,0.92,2,349,4,00857179556
51640036,Artistic 2BD apt. in the shades of Grey and Black,144814182,Dropebnb,,ΘΗΣΕΙΟ,37.975845,23.717035,Entire home/apt,80,2,3,2021-09-26,0.75,11,236,3,00001308654
51647416,4-Bed-Room in Monastiraki No.6,413811028,Maria,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98153,23.72684,Shared room,39,1,0,,,18,365,0,00001292659
51648340,"Luxury flat in Hilton, Athens, 3' from Metro, VFM",418406263,Ioannis,,ΙΛΙΣΙΑ,37.97615,23.75158,Entire home/apt,33,2,1,2021-08-24,0.25,1,364,1,00001289924
51649199,Bed in 4-Beds-Room Monastiraki No.28,413811028,Maria,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98327,23.72682,Shared room,12,1,5,2021-10-29,1.28,18,363,5,00001292659
51654683,A&K penthouse in Athens,372365058,Αγγελική,,ΠΟΛΥΓΩΝΟ,37.99501,23.7576,Entire home/apt,28,2,8,2021-12-05,1.95,2,363,8,00001322692
51661338,1 bedroom with privet bathroom. Clean and cosy.,418529210,Μary,,ΚΟΛΩΝΟΣ,37.98763,23.71588,Private room,25,1,0,,,1,177,0,Exempt
51665447,Asklipiou new modern central studio,182352216,Ιωάννης,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.984715,23.740406,Entire home/apt,39,2,3,2021-12-05,2.25,1,352,3,00001324426
51674331,City Center 10 mins-Metro new renovated room#202,179567445,Gordon,,ΚΥΨΕΛΗ,37.99777,23.73594,Private room,18,2,4,2021-11-27,0.98,8,31,4,00001248216
51675214,Keramikos Stylish living,47267002,Tèo,,ΒΟΤΑΝΙΚΟΣ,37.98261,23.71047,Entire home/apt,40,3,1,2021-11-11,0.70,20,340,1,00001336592
51676205,Elegant Suite by CloudKeys,220022946,CloudKeys,,ΙΛΙΣΙΑ,37.97773,23.75271,Entire home/apt,71,1,0,,,30,318,0,00001302058
51678473,Petal homm Contemporary Suite GF,29927830,Homm ®,,ΣΤΑΔΙΟ,37.96645,23.733879,Entire home/apt,46,2,10,2021-12-19,2.73,153,303,10,00001310084
51678895,Petal homm Contemporary Suite 1F,29927830,Homm ®,,ΣΤΑΔΙΟ,37.966415,23.733879,Entire home/apt,46,2,1,2021-10-24,0.49,153,305,1,00001310117
51679069,Petal homm Contemporary Suite 2F,29927830,Homm ®,,ΣΤΑΔΙΟ,37.966434,23.733873,Entire home/apt,46,2,5,2021-11-16,1.35,153,305,5,00001310101
51679337,Petal homm Contemporary Suite 3F,29927830,Homm ®,,ΣΤΑΔΙΟ,37.96643,23.73388,Entire home/apt,46,2,12,2021-11-28,3.16,153,305,12,00001310122
51679668,Petal homm Contemporary Suite 4F w/ Acropolis View,29927830,Homm ®,,ΣΤΑΔΙΟ,37.966415,23.733917,Entire home/apt,102,2,19,2021-12-20,4.83,153,289,19,00001310159
51684162,New 5* Lovely Apt in Koukaki at Acropolis & Metro,59309638,Chris,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96413,23.72121,Entire home/apt,69,2,3,2021-11-22,0.95,6,365,3,00001345834
51689354,"Lovely & Cozy studio  ""Historic Center of Athens""",3835212,Efthimis,,ΚΕΡΑΜΕΙΚΟΣ,37.97889,23.72173,Entire home/apt,35,2,4,2021-12-07,2.55,2,355,4,00001396079
51696957,Cozy 2 BR flat at Mavili Square - Xenias,290959880,Vicky,,ΓΟΥΔΙ,37.98275,23.75898,Entire home/apt,47,1,9,2021-12-15,2.39,2,315,9,00001333092
51701245,Karma Plaka Athens apartment 1 with private yard,63047603,Ioannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97143,23.73178,Entire home/apt,80,1,3,2021-11-16,0.78,6,355,3,00001328832
51711533,350m from museum of Acropolis A cozy & quiet house,212935354,Petros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96893,23.72511,Entire home/apt,48,3,16,2021-12-13,4.49,1,90,16,00001337286
51717508,Classical Athenian Apartment,21088834,Spiros,,ΚΥΨΕΛΗ,38.00267,23.73765,Entire home/apt,45,3,0,,,2,365,0,00559357924
51722850,Elabnb Acropolis,77926998,Nelly,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96497,23.72617,Entire home/apt,49,1,0,,,12,41,0,00001338086
51727206,Athens heart 5ppl in syntagma square by MK,196403572,Marios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97701,23.73177,Entire home/apt,100,1,0,,,9,179,0,00000887124
51729011,Cozy 25m² Penthouse with Acropolis View & Balcony,419074390,A&D,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9846,23.71914,Entire home/apt,53,2,6,2021-10-18,1.59,1,353,6,00001310239
51729113,Athens cozy Studio Apartment 30 sqm,269071645,Vasiliki,,ΚΥΨΕΛΗ,37.99923,23.74203,Entire home/apt,262,1,12,2021-12-16,3.08,2,351,12,00001305845
51737065,Bright & Gentle apartment by the museum,22874640,Viktor,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98842,23.73313,Entire home/apt,49,3,3,2021-09-19,0.85,2,266,3,12345678901
51737132,Spacious and Bright Apartment in Central Athens,1621474,Mint,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99701,23.73176,Entire home/apt,41,1,0,,,82,365,0,00001326482
51739669,Karma Plaka Athens cozy apartment with  garden,63047603,Ioannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97132,23.73152,Entire home/apt,80,1,9,2021-10-24,2.45,6,353,9,00001328960
51739938,Romantic Luxury Hideaway Near Acropolis w/ Jacuzzi,123074489,Homer & Isabella,,ΝΕΟΣ ΚΟΣΜΟΣ,37.964306,23.72827,Entire home/apt,144,1,22,2021-12-12,5.28,29,338,22,00001149901
51740206,Karma Plaka Athens apartment 3 with garden,63047603,Ioannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97253,23.73383,Entire home/apt,90,1,1,2021-10-03,0.37,6,349,1,00001328996
51740495,Karma Plaka  Athens luxury apartment with balcony,63047603,Ioannis,,ΖΑΠΠΕΙΟ,37.97184,23.7336,Entire home/apt,120,1,0,,,6,362,0,00001329101
51740727,Karma Plaka Athens two bedroom luxury apartment,63047603,Ioannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97113,23.7318,Entire home/apt,120,1,1,2021-09-04,0.27,6,358,1,00001329143
51741025,Κarma penthouse with private roof garden,63047603,Ioannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97317,23.73302,Entire home/apt,150,1,0,,,6,363,0,00001329021
51742683,6 beds Room in Monastiraki with Balcony No.3,413811028,Maria,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98151,23.72534,Private room,83,1,0,,,18,365,0,00001292670
51746587,Contemporary 2-BDR APT near Kalimarmaro & Alsos,330622463,Spyros,,ΠΑΓΚΡΑΤΙ,37.967091,23.745367,Entire home/apt,139,2,9,2021-12-02,2.60,31,0,9,00001331391
51756904,NLH Monastiraki | Standard Double Room,160981038,Nlh,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.978897,23.72657,Private room,84,1,1,2021-10-10,0.40,20,362,1,0206K134K0340101
51757445,SOHO Artsy and Adorable 55sq meters apt. in Athens,402680060,V² Development,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.984882,23.71797,Entire home/apt,35,2,9,2021-12-12,2.50,6,355,9,00001319665
51763031,Dusty Blue Central Athens Studio,1621474,Mint,,ΘΗΣΕΙΟ,37.97353,23.7133,Entire home/apt,49,1,5,2021-10-28,1.28,82,362,5,00001309045
51764669,ATHENS view penthouse!!,74343759,Stelios,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,38.002205,23.72533,Entire home/apt,40,2,18,2021-12-20,4.35,10,144,18,00001332230
51765403,CasaGreek Luxurious Kato Patissia,44756503,Suzanna,,ΝΙΡΒΑΝΑ,38.01239,23.72282,Entire home/apt,36,5,2,2021-10-27,0.90,2,50,2,00000165958
51780189,Cute home in Thissio center,237767294,Wayhome,,ΘΗΣΕΙΟ,37.97416,23.71725,Entire home/apt,40,1,3,2021-10-24,0.74,7,365,3,00001331711
51781998,Athenian Aura Kolonaki - Feel Athens City Center,261736001,Giorgos,,ΚΟΛΩΝΑΚΙ,37.97645148212486,23.74486600618597,Entire home/apt,60,3,0,,,1,269,0,01169199590
51787340,"1 Bedroom Luxury Apartment, in Athens Greece",234769609,Νικόλας,,ΓΚΥΖΗ,37.99262,23.74624,Entire home/apt,73,2,0,,,1,365,0,00001332898
51793171,Spacious Apt in  Plaka area. 5 min from Parthenon,15824213,Dreamin Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97175,23.73096,Entire home/apt,90,1,6,2021-10-12,1.64,12,356,6,00001334340
51795214,"Best Price: Central Location Modern, Lovely Studio",419589964,Alexandros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96751,23.72735,Entire home/apt,27,2,2,2021-09-06,0.51,1,351,2,Exempt
51810406,Cosy two bedroom apartment in heart of Athens,336784436,Pam,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98358,23.72413,Entire home/apt,70,2,5,2021-11-02,1.36,2,364,5,00001320206
51812178,NLH Monastiraki | Comfort Room,160981038,Nlh,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.978897,23.72657,Private room,92,1,0,,,20,356,0,0206K134K0340101
51812645,NLH Monastiraki | Family Loft Suite,160981038,Nlh,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.978897,23.72657,Private room,150,1,0,,,20,358,0,0206K134K0340101
51812859,Deluxe apartment with hot-tub - Athens center,159865487,Chris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97748,23.72446,Entire home/apt,75,1,13,2021-12-21,3.55,4,353,13,00001246823
51813157,NLH Monastiraki | Grand Loft Suite with Balcony,160981038,Nlh,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.978897,23.72657,Private room,157,1,0,,,20,357,0,0206K134K0340101
51819619,Newly Renovated 2-BR Apt Central Athens  Pangrati,2713606,John,,ΙΛΙΣΙΑ,37.97354,23.75192,Entire home/apt,93,5,1,2021-09-05,0.27,1,267,1,1284537
51832930,NLH Monastiraki | Classic Double Room,160981038,Nlh,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.978897,23.72657,Private room,99,1,0,,,20,363,0,0206K134K0340101
